date_key,full_date,year,quarter,month,day,weekday
1111,2013-10-25,2013,Q4,10,25,Friday
1112,2013-08-25,2013,Q3,08,25,Sunday
1113,2015-10-10,2015,Q4,10,10,Saturday
1114,2012-05-17,2012,Q2,05,17,Thursday
1115,2015-12-31,2015,Q4,12,31,Thursday
1116,2012-01-06,2012,Q1,01,6,Friday
1117,2015-12-11,2015,Q4,12,11,Friday
1118,2015-04-08,2015,Q2,04,8,Wednesday
1119,2015-11-20,2015,Q4,11,20,Friday
1120,2014-05-13,2014,Q2,05,13,Tuesday
1121,2015-07-10,2015,Q3,07,10,Friday
1122,2013-01-13,2013,Q1,01,13,Sunday
1123,2015-01-24,2015,Q1,01,24,Saturday
1124,2015-04-25,2015,Q2,04,25,Saturday
1125,2012-12-02,2012,Q4,12,2,Sunday
1126,2015-02-09,2015,Q1,02,9,Monday
1127,2013-02-02,2013,Q1,02,2,Saturday
1128,2012-09-28,2012,Q3,09,28,Friday
1129,2012-12-17,2012,Q4,12,17,Monday
1130,2014-08-27,2014,Q3,08,27,Wednesday
1131,2014-04-25,2014,Q2,04,25,Friday
1132,2013-03-25,2013,Q1,03,25,Monday
1133,2012-05-14,2012,Q2,05,14,Monday
1134,2013-08-13,2013,Q3,08,13,Tuesday
1135,2013-02-27,2013,Q1,02,27,Wednesday
1136,2014-02-17,2014,Q1,02,17,Monday
1137,2012-04-06,2012,Q2,04,6,Friday
1138,2012-10-16,2012,Q4,10,16,Tuesday
1139,2014-07-07,2014,Q3,07,7,Monday
1140,2014-10-30,2014,Q4,10,30,Thursday
1141,2013-09-03,2013,Q3,09,3,Tuesday
1142,2012-11-27,2012,Q4,11,27,Tuesday
1143,2014-04-12,2014,Q2,04,12,Saturday
1144,2013-04-28,2013,Q2,04,28,Sunday
1145,2013-12-08,2013,Q4,12,8,Sunday
1146,2014-05-06,2014,Q2,05,6,Tuesday
1147,2015-09-26,2015,Q3,09,26,Saturday
1148,2013-02-12,2013,Q1,02,12,Tuesday
1149,2013-07-05,2013,Q3,07,5,Friday
1150,2016-01-07,2016,Q1,01,7,Thursday
1151,2012-02-03,2012,Q1,02,3,Friday
1152,2012-07-13,2012,Q3,07,13,Friday
1153,2012-10-27,2012,Q4,10,27,Saturday
1154,2012-08-05,2012,Q3,08,5,Sunday
1155,2015-08-06,2015,Q3,08,6,Thursday
1156,2013-06-15,2013,Q2,06,15,Saturday
1157,2015-10-14,2015,Q4,10,14,Wednesday
1158,2013-11-23,2013,Q4,11,23,Saturday
1159,2013-08-09,2013,Q3,08,9,Friday
1160,2015-07-17,2015,Q3,07,17,Friday
1161,2014-01-02,2014,Q1,01,2,Thursday
1162,2013-01-03,2013,Q1,01,3,Thursday
1163,2012-11-21,2012,Q4,11,21,Wednesday
1164,2013-07-04,2013,Q3,07,4,Thursday
1165,2014-03-08,2014,Q1,03,8,Saturday
1166,2014-09-19,2014,Q3,09,19,Friday
1167,2015-11-24,2015,Q4,11,24,Tuesday
1168,2012-02-01,2012,Q1,02,1,Wednesday
1169,2015-06-10,2015,Q2,06,10,Wednesday
1170,2012-06-17,2012,Q2,06,17,Sunday
1171,2015-12-16,2015,Q4,12,16,Wednesday
1172,2012-12-20,2012,Q4,12,20,Thursday
1173,2012-09-10,2012,Q3,09,10,Monday
1174,2015-05-29,2015,Q2,05,29,Friday
1175,2014-02-04,2014,Q1,02,4,Tuesday
1176,2012-12-08,2012,Q4,12,8,Saturday
1177,2012-04-12,2012,Q2,04,12,Thursday
1178,2015-01-20,2015,Q1,01,20,Tuesday
1179,2012-11-23,2012,Q4,11,23,Friday
1180,2014-05-10,2014,Q2,05,10,Saturday
1181,2014-12-24,2014,Q4,12,24,Wednesday
1182,2014-11-08,2014,Q4,11,8,Saturday
1183,2012-12-13,2012,Q4,12,13,Thursday
1184,2012-02-06,2012,Q1,02,6,Monday
1185,2015-03-15,2015,Q1,03,15,Sunday
1186,2014-08-30,2014,Q3,08,30,Saturday
1187,2012-12-18,2012,Q4,12,18,Tuesday
1188,2012-05-21,2012,Q2,05,21,Monday
1189,2013-01-17,2013,Q1,01,17,Thursday
1190,2013-07-03,2013,Q3,07,3,Wednesday
1191,2015-11-13,2015,Q4,11,13,Friday
1192,2015-08-18,2015,Q3,08,18,Tuesday
1193,2014-10-01,2014,Q4,10,1,Wednesday
1194,2012-02-08,2012,Q1,02,8,Wednesday
1195,2012-02-19,2012,Q1,02,19,Sunday
1196,2013-06-19,2013,Q2,06,19,Wednesday
1197,2015-08-09,2015,Q3,08,9,Sunday
1198,2012-04-03,2012,Q2,04,3,Tuesday
1199,2012-09-18,2012,Q3,09,18,Tuesday
1200,2013-07-02,2013,Q3,07,2,Tuesday
1201,2012-10-05,2012,Q4,10,5,Friday
1202,2012-03-17,2012,Q1,03,17,Saturday
1203,2015-11-28,2015,Q4,11,28,Saturday
1204,2014-05-24,2014,Q2,05,24,Saturday
1205,2014-07-01,2014,Q3,07,1,Tuesday
1206,2015-08-31,2015,Q3,08,31,Monday
1207,2013-09-05,2013,Q3,09,5,Thursday
1208,2015-09-17,2015,Q3,09,17,Thursday
1209,2014-10-17,2014,Q4,10,17,Friday
1210,2012-01-25,2012,Q1,01,25,Wednesday
1211,2012-01-20,2012,Q1,01,20,Friday
1212,2012-03-15,2012,Q1,03,15,Thursday
1213,2012-04-22,2012,Q2,04,22,Sunday
1214,2012-11-28,2012,Q4,11,28,Wednesday
1215,2015-01-22,2015,Q1,01,22,Thursday
1216,2013-10-22,2013,Q4,10,22,Tuesday
1217,2012-12-21,2012,Q4,12,21,Friday
1218,2013-06-06,2013,Q2,06,6,Thursday
1219,2014-03-25,2014,Q1,03,25,Tuesday
1220,2012-08-19,2012,Q3,08,19,Sunday
1221,2012-01-30,2012,Q1,01,30,Monday
1222,2012-04-30,2012,Q2,04,30,Monday
1223,2015-05-21,2015,Q2,05,21,Thursday
1224,2013-11-19,2013,Q4,11,19,Tuesday
1225,2015-10-17,2015,Q4,10,17,Saturday
1226,2013-03-21,2013,Q1,03,21,Thursday
1227,2013-01-30,2013,Q1,01,30,Wednesday
1228,2015-04-06,2015,Q2,04,6,Monday
1229,2014-01-16,2014,Q1,01,16,Thursday
1230,2012-10-21,2012,Q4,10,21,Sunday
1231,2014-01-06,2014,Q1,01,6,Monday
1232,2015-10-12,2015,Q4,10,12,Monday
1233,2014-12-16,2014,Q4,12,16,Tuesday
1234,2013-06-22,2013,Q2,06,22,Saturday
1235,2012-02-05,2012,Q1,02,5,Sunday
1236,2014-09-29,2014,Q3,09,29,Monday
1237,2015-01-07,2015,Q1,01,7,Wednesday
1238,2015-09-11,2015,Q3,09,11,Friday
1239,2014-03-15,2014,Q1,03,15,Saturday
1240,2014-11-06,2014,Q4,11,6,Thursday
1241,2013-01-25,2013,Q1,01,25,Friday
1242,2012-11-19,2012,Q4,11,19,Monday
1243,2012-12-26,2012,Q4,12,26,Wednesday
1244,2013-03-05,2013,Q1,03,5,Tuesday
1245,2013-04-15,2013,Q2,04,15,Monday
1246,2013-01-21,2013,Q1,01,21,Monday
1247,2014-07-13,2014,Q3,07,13,Sunday
1248,2012-04-01,2012,Q2,04,1,Sunday
1249,2013-04-02,2013,Q2,04,2,Tuesday
1250,2012-10-30,2012,Q4,10,30,Tuesday
1251,2012-01-14,2012,Q1,01,14,Saturday
1252,2012-11-15,2012,Q4,11,15,Thursday
1253,2015-08-22,2015,Q3,08,22,Saturday
1254,2015-05-25,2015,Q2,05,25,Monday
1255,2012-07-18,2012,Q3,07,18,Wednesday
1256,2014-06-18,2014,Q2,06,18,Wednesday
1257,2013-03-04,2013,Q1,03,4,Monday
1258,2015-12-19,2015,Q4,12,19,Saturday
1259,2015-12-27,2015,Q4,12,27,Sunday
1260,2012-05-24,2012,Q2,05,24,Thursday
1261,2014-09-12,2014,Q3,09,12,Friday
1262,2012-10-14,2012,Q4,10,14,Sunday
1263,2012-06-09,2012,Q2,06,9,Saturday
1264,2012-02-28,2012,Q1,02,28,Tuesday
1265,2013-08-18,2013,Q3,08,18,Sunday
1266,2013-04-05,2013,Q2,04,5,Friday
1267,2012-07-27,2012,Q3,07,27,Friday
1268,2013-12-21,2013,Q4,12,21,Saturday
1269,2012-02-25,2012,Q1,02,25,Saturday
1270,2014-03-17,2014,Q1,03,17,Monday
1271,2012-11-24,2012,Q4,11,24,Saturday
1272,2013-12-09,2013,Q4,12,9,Monday
1273,2015-01-02,2015,Q1,01,2,Friday
1274,2014-08-31,2014,Q3,08,31,Sunday
1275,2012-10-26,2012,Q4,10,26,Friday
1276,2015-02-25,2015,Q1,02,25,Wednesday
1277,2016-01-02,2016,Q1,01,2,Saturday
1278,2015-06-05,2015,Q2,06,5,Friday
1279,2014-08-07,2014,Q3,08,7,Thursday
1280,2013-09-27,2013,Q3,09,27,Friday
1281,2012-02-21,2012,Q1,02,21,Tuesday
1282,2014-10-25,2014,Q4,10,25,Saturday
1283,2012-12-19,2012,Q4,12,19,Wednesday
1284,2014-08-19,2014,Q3,08,19,Tuesday
1285,2013-09-25,2013,Q3,09,25,Wednesday
1286,2015-12-21,2015,Q4,12,21,Monday
1287,2012-12-14,2012,Q4,12,14,Friday
1288,2014-09-03,2014,Q3,09,3,Wednesday
1289,2014-03-11,2014,Q1,03,11,Tuesday
1290,2014-12-03,2014,Q4,12,3,Wednesday
1291,2015-11-03,2015,Q4,11,3,Tuesday
1292,2013-09-26,2013,Q3,09,26,Thursday
1293,2013-08-11,2013,Q3,08,11,Sunday
1294,2013-01-29,2013,Q1,01,29,Tuesday
1295,2014-04-21,2014,Q2,04,21,Monday
1296,2015-01-30,2015,Q1,01,30,Friday
1297,2013-11-02,2013,Q4,11,2,Saturday
1298,2013-04-21,2013,Q2,04,21,Sunday
1299,2013-08-04,2013,Q3,08,4,Sunday
1300,2013-02-23,2013,Q1,02,23,Saturday
1301,2013-10-23,2013,Q4,10,23,Wednesday
1302,2013-10-05,2013,Q4,10,5,Saturday
1303,2012-01-17,2012,Q1,01,17,Tuesday
1304,2015-03-18,2015,Q1,03,18,Wednesday
1305,2012-06-07,2012,Q2,06,7,Thursday
1306,2014-05-19,2014,Q2,05,19,Monday
1307,2012-12-04,2012,Q4,12,4,Tuesday
1308,2013-08-17,2013,Q3,08,17,Saturday
1309,2015-09-05,2015,Q3,09,5,Saturday
1310,2015-08-30,2015,Q3,08,30,Sunday
1311,2013-01-15,2013,Q1,01,15,Tuesday
1312,2014-06-11,2014,Q2,06,11,Wednesday
1313,2012-02-09,2012,Q1,02,9,Thursday
1314,2014-11-27,2014,Q4,11,27,Thursday
1315,2013-04-18,2013,Q2,04,18,Thursday
1316,2014-03-22,2014,Q1,03,22,Saturday
1317,2012-06-06,2012,Q2,06,6,Wednesday
1318,2015-11-14,2015,Q4,11,14,Saturday
1319,2012-11-16,2012,Q4,11,16,Friday
1320,2014-06-17,2014,Q2,06,17,Tuesday
1321,2012-08-28,2012,Q3,08,28,Tuesday
1322,2013-08-24,2013,Q3,08,24,Saturday
1323,2012-09-17,2012,Q3,09,17,Monday
1324,2014-09-09,2014,Q3,09,9,Tuesday
1325,2014-06-14,2014,Q2,06,14,Saturday
1326,2014-04-22,2014,Q2,04,22,Tuesday
1327,2013-11-25,2013,Q4,11,25,Monday
1328,2015-08-23,2015,Q3,08,23,Sunday
1329,2014-09-13,2014,Q3,09,13,Saturday
1330,2012-11-30,2012,Q4,11,30,Friday
1331,2014-01-20,2014,Q1,01,20,Monday
1332,2015-10-15,2015,Q4,10,15,Thursday
1333,2014-09-16,2014,Q3,09,16,Tuesday
1334,2014-12-25,2014,Q4,12,25,Thursday
1335,2012-01-04,2012,Q1,01,4,Wednesday
1336,2012-07-10,2012,Q3,07,10,Tuesday
1337,2014-02-06,2014,Q1,02,6,Thursday
1338,2014-06-26,2014,Q2,06,26,Thursday
1339,2014-01-05,2014,Q1,01,5,Sunday
1340,2015-10-23,2015,Q4,10,23,Friday
1341,2015-09-19,2015,Q3,09,19,Saturday
1342,2015-03-21,2015,Q1,03,21,Saturday
1343,2012-08-21,2012,Q3,08,21,Tuesday
1344,2014-01-04,2014,Q1,01,4,Saturday
1345,2014-11-09,2014,Q4,11,9,Sunday
1346,2013-03-14,2013,Q1,03,14,Thursday
1347,2015-04-12,2015,Q2,04,12,Sunday
1348,2014-03-26,2014,Q1,03,26,Wednesday
1349,2012-08-08,2012,Q3,08,8,Wednesday
1350,2013-06-13,2013,Q2,06,13,Thursday
1351,2014-05-16,2014,Q2,05,16,Friday
1352,2014-01-24,2014,Q1,01,24,Friday
1353,2015-02-11,2015,Q1,02,11,Wednesday
1354,2015-07-24,2015,Q3,07,24,Friday
1355,2012-06-20,2012,Q2,06,20,Wednesday
1356,2015-01-25,2015,Q1,01,25,Sunday
1357,2013-05-14,2013,Q2,05,14,Tuesday
1358,2015-12-04,2015,Q4,12,4,Friday
1359,2015-10-21,2015,Q4,10,21,Wednesday
1360,2013-05-21,2013,Q2,05,21,Tuesday
1361,2012-10-28,2012,Q4,10,28,Sunday
1362,2012-10-13,2012,Q4,10,13,Saturday
1363,2013-08-19,2013,Q3,08,19,Monday
1364,2013-03-28,2013,Q1,03,28,Thursday
1365,2013-11-26,2013,Q4,11,26,Tuesday
1366,2014-11-18,2014,Q4,11,18,Tuesday
1367,2014-04-29,2014,Q2,04,29,Tuesday
1368,2013-10-13,2013,Q4,10,13,Sunday
1369,2012-12-27,2012,Q4,12,27,Thursday
1370,2012-08-12,2012,Q3,08,12,Sunday
1371,2012-01-09,2012,Q1,01,9,Monday
1372,2014-02-03,2014,Q1,02,3,Monday
1373,2015-03-01,2015,Q1,03,1,Sunday
1374,2015-08-29,2015,Q3,08,29,Saturday
1375,2013-12-16,2013,Q4,12,16,Monday
1376,2015-10-30,2015,Q4,10,30,Friday
1377,2014-02-15,2014,Q1,02,15,Saturday
1378,2012-07-02,2012,Q3,07,2,Monday
1379,2012-11-08,2012,Q4,11,8,Thursday
1380,2012-06-29,2012,Q2,06,29,Friday
1381,2015-07-31,2015,Q3,07,31,Friday
1382,2013-04-29,2013,Q2,04,29,Monday
1383,2015-04-18,2015,Q2,04,18,Saturday
1384,2014-04-27,2014,Q2,04,27,Sunday
1385,2015-02-26,2015,Q1,02,26,Thursday
1386,2013-07-21,2013,Q3,07,21,Sunday
1387,2013-08-01,2013,Q3,08,1,Thursday
1388,2013-12-19,2013,Q4,12,19,Thursday
1389,2013-09-21,2013,Q3,09,21,Saturday
1390,2014-04-07,2014,Q2,04,7,Monday
1391,2012-03-02,2012,Q1,03,2,Friday
1392,2015-03-28,2015,Q1,03,28,Saturday
1393,2015-06-28,2015,Q2,06,28,Sunday
1394,2015-07-15,2015,Q3,07,15,Wednesday
1395,2014-11-04,2014,Q4,11,4,Tuesday
1396,2014-09-04,2014,Q3,09,4,Thursday
1397,2015-07-29,2015,Q3,07,29,Wednesday
1398,2013-12-02,2013,Q4,12,2,Monday
1399,2015-11-07,2015,Q4,11,7,Saturday
1400,2015-06-26,2015,Q2,06,26,Friday
1401,2015-05-14,2015,Q2,05,14,Thursday
1402,2012-08-03,2012,Q3,08,3,Friday
1403,2012-04-15,2012,Q2,04,15,Sunday
1404,2014-12-10,2014,Q4,12,10,Wednesday
1405,2014-12-22,2014,Q4,12,22,Monday
1406,2014-08-06,2014,Q3,08,6,Wednesday
1407,2015-07-12,2015,Q3,07,12,Sunday
1408,2012-02-12,2012,Q1,02,12,Sunday
1409,2014-01-09,2014,Q1,01,9,Thursday
1410,2014-06-13,2014,Q2,06,13,Friday
1411,2012-12-29,2012,Q4,12,29,Saturday
1412,2012-04-24,2012,Q2,04,24,Tuesday
1413,2015-05-30,2015,Q2,05,30,Saturday
1414,2013-12-13,2013,Q4,12,13,Friday
1415,2015-04-19,2015,Q2,04,19,Sunday
1416,2015-08-11,2015,Q3,08,11,Tuesday
1417,2012-09-24,2012,Q3,09,24,Monday
1418,2014-05-01,2014,Q2,05,1,Thursday
1419,2012-01-31,2012,Q1,01,31,Tuesday
1420,2015-11-09,2015,Q4,11,9,Monday
1421,2015-11-26,2015,Q4,11,26,Thursday
1422,2015-04-22,2015,Q2,04,22,Wednesday
1423,2012-08-18,2012,Q3,08,18,Saturday
1424,2012-01-07,2012,Q1,01,7,Saturday
1425,2012-04-09,2012,Q2,04,9,Monday
1426,2012-04-25,2012,Q2,04,25,Wednesday
1427,2015-10-08,2015,Q4,10,8,Thursday
1428,2015-09-07,2015,Q3,09,7,Monday
1429,2014-12-31,2014,Q4,12,31,Wednesday
1430,2015-04-13,2015,Q2,04,13,Monday
1431,2013-01-28,2013,Q1,01,28,Monday
1432,2013-12-18,2013,Q4,12,18,Wednesday
1433,2015-12-15,2015,Q4,12,15,Tuesday
1434,2012-01-22,2012,Q1,01,22,Sunday
1435,2012-05-12,2012,Q2,05,12,Saturday
1436,2013-05-08,2013,Q2,05,8,Wednesday
1437,2013-04-24,2013,Q2,04,24,Wednesday
1438,2014-10-07,2014,Q4,10,7,Tuesday
1439,2012-02-29,2012,Q1,02,29,Wednesday
1440,2015-01-09,2015,Q1,01,9,Friday
1441,2012-08-14,2012,Q3,08,14,Tuesday
1442,2012-08-17,2012,Q3,08,17,Friday
1443,2012-07-26,2012,Q3,07,26,Thursday
1444,2015-10-22,2015,Q4,10,22,Thursday
1445,2015-09-14,2015,Q3,09,14,Monday
1446,2012-03-20,2012,Q1,03,20,Tuesday
1447,2015-08-08,2015,Q3,08,8,Saturday
1448,2013-05-18,2013,Q2,05,18,Saturday
1449,2015-03-27,2015,Q1,03,27,Friday
1450,2013-06-21,2013,Q2,06,21,Friday
1451,2014-08-02,2014,Q3,08,2,Saturday
1452,2015-03-04,2015,Q1,03,4,Wednesday
1453,2015-10-16,2015,Q4,10,16,Friday
1454,2015-02-06,2015,Q1,02,6,Friday
1455,2013-10-04,2013,Q4,10,4,Friday
1456,2014-01-22,2014,Q1,01,22,Wednesday
1457,2014-08-28,2014,Q3,08,28,Thursday
1458,2013-06-29,2013,Q2,06,29,Saturday
1459,2015-07-18,2015,Q3,07,18,Saturday
1460,2015-06-14,2015,Q2,06,14,Sunday
1461,2015-09-23,2015,Q3,09,23,Wednesday
1462,2013-12-15,2013,Q4,12,15,Sunday
1463,2013-02-24,2013,Q1,02,24,Sunday
1464,2013-07-14,2013,Q3,07,14,Sunday
1465,2013-04-09,2013,Q2,04,9,Tuesday
1466,2012-06-03,2012,Q2,06,3,Sunday
1467,2013-06-16,2013,Q2,06,16,Sunday
1468,2013-06-12,2013,Q2,06,12,Wednesday
